,Id,Label,Degree,Pageranks,Eigencentrality,Package,FinalRiskScore
6988,6988,aam-0.1.5,4,0.000035,0,aam,0.830824414
6989,6989,parguments-0.3.2,2,0.000042,0.00046,parguments,0.694727645
6990,6990,gluonfr-1.0.2,7,0.000035,0,gluonfr,0.799630972
6991,6991,gym-rock-paper-scissors-0.4,1,0.000035,0,gym-rock-paper-scissors,0.71033588
6992,6992,haveibeenpwned-0.0.6,2,0.000035,0,haveibeenpwned,0.821478937
6993,6993,groupdocs-merger-cloud-23.2,4,0.000035,0,groupdocs-merger-cloud,0.699897968
6994,6994,gym-pool-0.1.32,6,0.000035,0,gym-pool,0.847514393
6995,6995,hipdf-0.2.0,1,0.000035,0,hipdf,0.846946673
6996,6996,pymupdf-1.22.0,2,0.000067,0.00091,pymupdf,0.676604336
6997,6997,hcgb-0.5.5,6,0.000035,0,hcgb,0.831029129
6998,6998,gnss-0.3.1,1,0.000035,0,gnss,0.799348884
6999,6999,holden-0.1.7,2,0.000035,0,holden,0.831812056
7000,7000,camina-0.1.16,4,0.000302,0.00146,camina,0.831849027
7001,7001,miller-0.1.8,5,0.000391,0.00146,miller,0.831713642
7002,7002,nagata-0.1.5,3,0.000201,0.00053,nagata,0.83181962
7003,7003,hubugs-0.19.0,6,0.000035,0,hubugs,0.802380147
7004,7004,jnrbase-1.3.0,3,0.00004,0.00046,jnrbase,0.819511424
7005,7005,misaka-2.1.1,3,0.000042,0.00091,misaka,0.777338444
7006,7006,graphcompute-1.0.2,1,0.000035,0,graphcompute,0.684542499
7007,7007,gremlinpython-3.6.2,7,0.000076,0.00139,gremlinpython,0.671641247
7008,7008,grammpy-2.0.0,3,0.000065,0.00046,grammpy,0.694755257
7009,7009,hygro-premium-sp-server-2,3,0.000035,0,hygro-premium-sp-server,0.847628214
7010,7010,hyanova-1.1.2,3,0.000035,0,hyanova,0.694952249
7011,7011,hundun-0.1.38,3,0.000035,0,hundun,0.695064231
7012,7012,gitserverglue-0.3.1,4,0.000035,0,gitserverglue,0.695370893
7013,7013,hexp-0.1.1,1,0.000035,0,hexp,0.695186624
7014,7014,gleipnir-ns-0.25.0,3,0.000035,0,gleipnir-ns,0.847502751
7015,7015,hiphp-0.3.1,4,0.000035,0,hiphp,0.788758811
7016,7016,biglibrary-2.0.0,1,0.000042,0.00046,biglibrary,0.789776143
7017,7017,hexor-0.0.13,1,0.000042,0.00046,hexor,0.804850513
7018,7018,abridge-0.1.4,4,0.000035,0,abridge,0.772112046
7019,7019,enlighten-1.11.2,3,0.000042,0.00046,enlighten,0.666765782
7020,7020,prefixed-0.7.0,1,0.000053,0.00048,prefixed,0.967959531
7021,7021,aad-fastapi-1.1.0,8,0.000035,0,aad-fastapi,0.820899006
7022,7022,async-asgi-testclient-1.4.6,3,0.000039,0.00046,async-asgi-testclient,0.777657882
7023,7023,authlib-0.15.4,2,0.000039,0.00046,authlib,0.715091095
7024,7024,azure-identity-1.6.0,6,0.000039,0.00046,azure-identity,0.411563994
7025,7025,azure-keyvault-certificates-4.2.1,5,0.00005,0.00094,azure-keyvault-certificates,0.413258936
7026,7026,azure-keyvault-4.1.0,4,0.000039,0.00046,azure-keyvault,0.412988704
7027,7027,fastapi-0.68.1,3,0.000039,0.00046,fastapi,0.509274366
7028,7028,msal-1.12.0,6,0.000063,0.00142,msal,0.616765952
7029,7029,msal-extensions-0.3.1,3,0.000041,0.00048,msal-extensions,0.636734885
7030,7030,azure-keyvault-keys-4.8.0,6,0.000046,0.00048,azure-keyvault-keys,0.412461382
7031,7031,azure-keyvault-secrets-4.7.0,5,0.000046,0.00048,azure-keyvault-secrets,0.413309604
7032,7032,hapy-heritrix-0.1.1,2,0.000035,0,hapy-heritrix,0.695369685
7033,7033,google-analytics-data-json-0.0.2,19,0.000035,0,google-analytics-data-json,0.695223654
7034,7034,cachetools-5.2.0,2,0.000046,0.00096,cachetools,0.775973642
7035,7035,google-analytics-data-0.12.1,4,0.000036,0.00046,google-analytics-data,0.771825821
7036,7036,google-api-core-2.8.2,8,0.000047,0.00094,google-api-core,0.720813266
7037,7037,google-auth-2.9.0,6,0.000043,0.00096,google-auth,0.701580505
7038,7038,proto-plus-1.20.6,3,0.000047,0.00094,proto-plus,0.671641247
7039,7039,rsa-4.8,3,0.000046,0.00096,rsa,0.742677869
7040,7040,herptest-0.9.9.15,4,0.000035,0,herptest,0.694428292
7041,7041,monkeydict-1.0,1,0.000042,0.00046,monkeydict,0.654142373
7042,7042,aboleth-0.9.0,4,0.000035,0,aboleth,0.660222186
7043,7043,handyderivatives-2.3.2,1,0.000035,0,handyderivatives,0.694786261
7044,7044,gomatic-0.6.9,1,0.000035,0,gomatic,0.624216649
7045,7045,abie-0.8.5,4,0.000035,0,abie,0.821962385
7046,7046,gspeak-1.0.0,2,0.000035,0,gspeak,0.695218279
7047,7047,google-api-python-client-helpers-1.2.6,4,0.000035,0,google-api-python-client-helpers,0.683969932
7048,7048,positional-1.2.1,3,0.000042,0.00046,positional,0.671641247
7049,7049,grouponefunctions-0.1.8,3,0.000035,0,grouponefunctions,0.668421641
7050,7050,google-cloud-essential-contacts-1.5.1,3,0.000035,0,google-cloud-essential-contacts,0.789629221
7051,7051,grafana-import-0.2.0,2,0.000035,0,grafana-import,0.847663316
7052,7052,grafana-api-1.0.3,3,0.000079,0.00091,grafana-api,0.760338989
7053,7053,glimpy-0.1.0,4,0.000035,0,glimpy,0.832145309
7054,7054,hydrotools-svi-client-0.0.1,6,0.000035,0,hydrotools-svi-client,0.798984997
7055,7055,hydrotools-restclient-3.0.5,8,0.000047,0.00094,hydrotools-restclient,0.79884603
7056,7056,aiohttp-client-cache-0.7.2,7,0.000042,0.0005,aiohttp-client-cache,0.636301679
7057,7057,horseman-0.6,4,0.000035,0,horseman,0.969055727
7058,7058,biscuits-0.3.0,1,0.000042,0.00046,biscuits,0.676182084
7059,7059,multifruits-0.1.5,1,0.000042,0.00046,multifruits,0.684029068
7060,7060,html-meta-data-parse-0.0.32,3,0.000035,0,html-meta-data-parse,0.695166572
7061,7061,glyconformer-0.0.1,5,0.000035,0,glyconformer,0.831922993
7062,7062,plumed-2.8.2.2,1,0.000041,0.00046,plumed,0.671641247
7063,7063,gokart-pipeliner-0.0.8,1,0.000035,0,gokart-pipeliner,0.831612851
7064,7064,gokart-1.2.2,14,0.000065,0.00046,gokart,0.613799455
7065,7065,slack-sdk-3.21.1,1,0.000039,0.00048,slack-sdk,0.600411706
7066,7066,helplotlib-0.0.1,1,0.000035,0,helplotlib,0.68414123
7067,7067,hubploy-0.4,4,0.000035,0,hubploy,0.666112026
7068,7068,jupyter-repo2docker-2022.10.0,13,0.000042,0.00046,jupyter-repo docker,0.709648326
7069,7069,escapism-1.0.1,1,0.000038,0.00048,escapism,0.695021354
7070,7070,green-3.4.3,4,0.000035,0,green,0.761024371
7071,7071,gpt3quote-0.3,2,0.000035,0,gpt quote,0.832176239
7072,7072,gooee-0.0.2,1,0.000035,0,gooee,0.662779117
7073,7073,hotaru-4.0.1,8,0.000035,0,hotaru,0.82022881
7074,7074,tifffile-2022.10.10,2,0.000039,0.00046,tifffile,0.745554601
7075,7075,hashnode-0.4.dev0,1,0.000035,0,hashnode- dev,0.671641247
7076,7076,humilis-es-0.0.6,1,0.000035,0,humilis-es,0.84764473
7077,7077,httpasync-0.2.0,1,0.000035,0,httpasync,0.831787696
7078,7078,gplearn-0.4.2,2,0.000035,0,gplearn,0.781398358
7079,7079,hata-1.3.27,2,0.000035,0,hata,0.77051074
7080,7080,scarletio-1.0.55,2,0.00005,0.00046,scarletio,0.830710403
7081,7081,google-cloud-profiler-wheels-4.0.0,5,0.000035,0,google-cloud-profiler-wheels,0.653720665
7082,7082,a38-decimal-0.1.6,4,0.000035,0,a -decimal,0.794639442
7083,7083,acdh-baserow-pyutils-0.4.1,2,0.000035,0,acdh-baserow-pyutils,0.683546873
7084,7084,hypothesis-mongoengine-1.1.0,2,0.000035,0,hypothesis-mongoengine,0.831683292
7085,7085,google-reminder-api-wrapper-0.0.1,2,0.000035,0,google-reminder-api-wrapper,0.846983336
7086,7086,python-dateutil-2.7.5,6,0.000066,0.00185,python-dateutil,0.838665925
7087,7087,urllib3-1.24.1,2,0.000065,0.00121,urllib,0.564677815
7088,7088,hbase-python-0.5,1,0.000035,0,hbase-python,0.820640023
7089,7089,hydrointerp-1.2.13,5,0.000035,0,hydrointerp,0.830691301
7090,7090,graham-0.1.11,2,0.000035,0,graham,0.836312762
7091,7091,marshmallow-2.21.0,7,0.000076,0.00329,marshmallow,0.675180959
7092,7092,account-generator-helper-1.0.14,8,0.000035,0,account-generator-helper,0.831722387
7093,7093,soupsieve-2.3.1,2,0.000077,0.00104,soupsieve,0.703829253
7094,7094,hydratokengen-0.1.0,2,0.000035,0,hydratokengen,0.847644807
7095,7095,ory-hydra-client-1.11.8,3,0.00005,0.00046,ory-hydra-client,0.759560434
7096,7096,groll-0.2.1,2,0.000035,0,groll,0.831749249
7097,7097,hyperstate-0.4.3,7,0.000035,0,hyperstate,0.732728541
7098,7098,docstring-parser-0.13,1,0.000039,0.00046,docstring-parser,0.633472179
7099,7099,python-ron-0.2.4,1,0.000039,0.00046,python-ron,0.6105015
7100,7100,glink2-0.2.1,8,0.000035,0,glink,0.831643988
7101,7101,click-anno-0.1.4,2,0.000039,0.00046,click-anno,0.831409056
7102,7102,sqlitedict-1.7.0,1,0.000039,0.00046,sqlitedict,0.674936956
7103,7103,himpy-0.0.1,1,0.000035,0,himpy,0.84766275
7104,7104,google-speech-1.1.0,3,0.000035,0,google-speech,0.693096639
7105,7105,web-cache-1.1.0,1,0.000045,0.00046,web-cache,0.758363229
7106,7106,graspologic-3.0.0,15,0.000035,0,graspologic,0.619766333
7107,7107,beartype-0.13.1,2,0.000135,0.00115,beartype,0.904460796
7108,7108,graspologic-native-1.2.0,1,0.000037,0.00046,graspologic-native,0.670190432
7109,7109,pot-0.9.0,5,0.000041,0.00091,pot,0.590622189
7110,7110,helloww-0.0.1,5,0.000035,0,helloww,0.695232761
7111,7111,helperlib-0.5.2,1,0.000035,0,helperlib,0.710883364
7112,7112,google-cloud-video-live-stream-1.4.0,3,0.000035,0,google-cloud-video-live-stream,0.794029075
7113,7113,guillotina-evolution-1.1.2,1,0.000035,0,guillotina-evolution,0.711971922
7114,7114,golosdata-0.0.3,5,0.000035,0,golosdata,0.805539854
7115,7115,steep-golos-0.0.20,20,0.000041,0.00046,steep-golos,0.738407839
7116,7116,maya-0.6.1,7,0.000037,0.00048,maya,0.611198006
7117,7117,snaptime-0.2.4,6,0.000045,0.00142,snaptime,0.747255565
7118,7118,hipack-13,1,0.000035,0,hipack,0.821405434
7119,7119,gscraper-0.1.2,1,0.000035,0,gscraper,0.831718672
7120,7120,hyfetch-testing-1.5.0rc3,2,0.000035,0,hyfetch-testing- rc,0.671641247
7121,7121,hito-mail-22.11.2,4,0.000035,0,hito-mail,0.512895067
7122,7122,hito-tools-23.3,4,0.000072,0.00091,hito-tools,0.512909506
7123,7123,gmpyinfr-0.0.3,3,0.000035,0,gmpyinfr,0.847635373
7124,7124,abc-graphene-sqlalchemy-2.2.4,4,0.000035,0,abc-graphene-sqlalchemy,0.751469933
7125,7125,hta-0.0.2,4,0.000035,0,hta,0.862815858
7126,7126,15five-snowplow-tracker-0.8.156,7,0.000035,0,five-snowplow-tracker,0.673580294
7127,7127,pycontracts-1.8.12,5,0.000039,0.00046,pycontracts,0.643056933
7128,7128,greek-stemmer-pos-1.1.2,2,0.000035,0,greek-stemmer-pos,0.831794602
7129,7129,google-datacatalog-apache-atlas-connector-0.6.0,3,0.000035,0,google-datacatalog-apache-atlas-connector,0.691281478
7130,7130,atlasclient-1.0.0,4,0.000045,0.00046,atlasclient,0.795142551
7131,7131,kafka-python-2.0.2,2,0.000046,0.00091,kafka-python,0.678020028
7132,7132,graphene-federation3-0.3.2.1659355225,1,0.000035,0,graphene-federation,0.781044089
7133,7133,google-maps-reviews-0.0.3,1,0.000035,0,google-maps-reviews,0.69521416
7134,7134,hpc-inspect-0.1,5,0.000035,0,hpc-inspect,0.68414619
7135,7135,compress-pickle-2.1.0,6,0.000067,0.00286,compress-pickle,0.836285352
7136,7136,kerncraft-0.8.15,10,0.000041,0.00046,kerncraft,0.631150122
7137,7137,osaca-0.5.0,4,0.000039,0.00048,osaca,0.651717042
7138,7138,pycachesim-0.3.1,1,0.000039,0.00048,pycachesim,0.661774949
7139,7139,hilearn-0.2.2,4,0.000035,0,hilearn,0.696110831
7140,7140,hillmaker-0.4.5,2,0.000035,0,hillmaker,0.835453224
7141,7141,i3minator-0.0.4,2,0.000035,0,i minator,0.82117751
7142,7142,hapctl-1.0.0,1,0.000035,0,hapctl,0.820885442
7143,7143,golocity-0.0.1,3,0.000035,0,golocity,0.831829398
7144,7144,gvmkit-build-0.2.7,9,0.000045,0.00046,gvmkit-build,0.671641247
7145,7145,yapapi-0.6.3,15,0.000045,0.00046,yapapi,0.680674081
7146,7146,alive-progress-1.6.2,1,0.00004,0.00048,alive-progress,0.793236768
7147,7147,srvlookup-2.0.0,2,0.00004,0.00048,srvlookup,0.7209501
7148,7148,aiohttp-sse-client-0.1.7,5,0.000038,0.00048,aiohttp-sse-client,0.79835416
7149,7149,jsonrpc-base-1.1.0,1,0.000038,0.00048,jsonrpc-base,0.795611623
7150,7150,python-statemachine-0.8.0,1,0.000038,0.00048,python-statemachine,0.773956162
7151,7151,srvresolver-0.3.5,2,0.000038,0.00048,srvresolver,0.747327257
7152,7152,ya-aioclient-0.5.1,4,0.000038,0.00048,ya-aioclient,0.671641247
7153,7153,globox-2.1.1,3,0.000035,0,globox,0.812175281
7154,7154,hidraw-pure-1.1,1,0.000035,0,hidraw-pure,0.820966199
7155,7155,ioctl-opt-1.3,2,0.000094,0.00091,ioctl-opt,0.821156465
7156,7156,heatmisercontroller-0.51,4,0.000035,0,heatmisercontroller,0.693800173
7157,7157,gooddata-pandas-1.3.0,3,0.000035,0,gooddata-pandas,0.764584825
7158,7158,gooddata-sdk-1.3.0,12,0.00006,0.00091,gooddata-sdk,0.764584825
7159,7159,cattrs-22.1.0,3,0.00004,0.0005,cattrs,0.743856859
7160,7160,gooddata-api-client-1.3.0,3,0.00004,0.0005,gooddata-api-client,0.601533458
7161,7161,gooddata-metadata-client-1.3.0,3,0.00004,0.0005,gooddata-metadata-client,0.601285295
7162,7162,gooddata-scan-client-1.3.0,3,0.00004,0.0005,gooddata-scan-client,0.601285295
7163,7163,graphql-requests-0.3.1,1,0.000035,0,graphql-requests,0.847587395
7164,7164,graphql-subscriptions-0.1.9,5,0.000035,0,graphql-subscriptions,0.831492772
7165,7165,gevent-websocket-0.10.1,5,0.000072,0.00185,gevent-websocket,0.671641247
7166,7166,promise-1.0.1,2,0.000041,0.00046,promise,0.765197434
7167,7167,hangrypy-1.1,4,0.000035,0,hangrypy,0.83244001
7168,7168,hattifnatt-0.2.1,3,0.000035,0,hattifnatt,0.847533564
7169,7169,python-telegram-bot-11.1.0,4,0.000045,0.00046,python-telegram-bot,0.655306268
7170,7170,hlautopep8-1.5a1,1,0.000035,0,hlautopep - a,0.671641247
7171,7171,hillslopetoy-0.1.0,1,0.000035,0,hillslopetoy,0.675219276
7172,7172,glasswall-0.2.40,1,0.000035,0,glasswall,0.682897935
7173,7173,goodtables-2.5.4,9,0.000035,0,goodtables,0.717027366
7174,7174,datapackage-1.15.2,10,0.000038,0.00046,datapackage,0.743676782
7175,7175,tableschema-1.20.2,12,0.000042,0.00094,tableschema,0.678659886
7176,7176,tabulator-1.53.5,15,0.000045,0.00144,tabulator,0.671066176
7177,7177,linear-tsv-1.1.0,2,0.000038,0.00053,linear-tsv,0.805683484
7178,7178,gmssl-3.2.2,1,0.000035,0,gmssl,0.790513236
7179,7179,gumshoe-0.0.2,4,0.000035,0,gumshoe,0.695298421
7180,7180,django-1.6,1,0.000042,0.00046,django,0.544936339
7181,7181,djangorestframework-3.10.3,1,0.000042,0.00046,djangorestframework,0.595628735
7182,7182,south-1.0.2,1,0.000042,0.00046,south,0.671641247
7183,7183,grpc-gateway-protoc-gen-openapiv2-0.1.0,1,0.000035,0,grpc-gateway-protoc-gen-openapiv,0.828097157
7184,7184,grafton-0.1.8,1,0.000035,0,grafton,0.812227547
7185,7185,httpolice-0.9.0,6,0.00005,0.00046,httpolice,0.804237542
7186,7186,dominate-2.7.0,3,0.000064,0.00142,dominate,0.756600665
7187,7187,hama-1.0.0,1,0.000035,0,hama,0.812153269
7188,7188,google-play-scrapper-0.0.1,1,0.000035,0,google-play-scrapper,0.624572198
7189,7189,http-request-aggregator-0.4,1,0.000035,0,http-request-aggregator,0.847589208
7190,7190,harlow-0.1.0,16,0.000035,0,harlow,0.673830641
7191,7191,botorch-0.7.0,6,0.000037,0.00046,botorch,0.582771366
7192,7192,matplotlib-label-lines-0.5.2,4,0.000037,0.00046,matplotlib-label-lines,0.643145784
7193,7193,scikit-fuzzy-0.4.2,4,0.000037,0.00046,scikit-fuzzy,0.739114968
7194,7194,tensorboardx-2.5,4,0.000037,0.00046,tensorboardx,0.650268131
7195,7195,hmmviz-0.0.7,4,0.000035,0,hmmviz,0.710956709
7196,7196,hmmlearn-0.2.8,4,0.000042,0.00046,hmmlearn,0.605085399
7197,7197,graphq-trans-0.1.0,1,0.000035,0,graphq-trans,0.700013657
7198,7198,hopsy-1.1.0,7,0.000035,0,hopsy,0.673446237
7199,7199,arviz-0.15.1,11,0.000039,0.00046,arviz,0.556700495
7200,7200,polyround-0.2.8,8,0.000039,0.00046,polyround,0.620470821
7201,7201,h5netcdf-1.1.0,5,0.000048,0.00142,h netcdf,0.764176928
7202,7202,xarray-einstats-0.5.1,8,0.000041,0.00098,xarray-einstats,0.738646245
7203,7203,cobra-0.26.3,15,0.00004,0.00048,cobra,0.793435156
7204,7204,optlang-1.6.1,5,0.000042,0.00096,optlang,0.747592949
7205,7205,python-libsbml-5.20.0,3,0.000078,0.00144,python-libsbml,0.671641247
7206,7206,depinfo-1.7.0,1,0.000037,0.00048,depinfo,0.683231869
7207,7207,swiglpk-5.0.8,3,0.000082,0.00146,swiglpk,0.648665142
7208,7208,gogogate2-api-3.0.0,5,0.000035,0,gogogate -api,0.820488155
7209,7209,httpx-0.16.1,5,0.000041,0.00046,httpx,0.551984718
7210,7210,httpcore-0.12.3,4,0.000054,0.00096,httpcore,0.747009623
7211,7211,gnss-benchmark-2.3.0,10,0.000035,0,gnss-benchmark,0.675022333
7212,7212,jason-gnss-1.13.1,7,0.000038,0.00046,jason-gnss,0.674674023
7213,7213,roktools-5.3.0,4,0.000043,0.00094,roktools,0.671641247
7214,7214,exifread-3.0.0,2,0.000045,0.00096,exifread,0.598595896
7215,7215,pytest-mocha-0.4.0,3,0.00004,0.00048,pytest-mocha,0.81202705
7216,7216,gracc-reporting-3.4.0,6,0.000035,0,gracc-reporting,0.691125312
7217,7217,google-cloud-shell-1.7.1,3,0.000035,0,google-cloud-shell,0.786257319
7218,7218,abtoast-0.0.1,1,0.000035,0,abtoast,0.831848243
7219,7219,hypercube-0.3.4,4,0.000035,0,hypercube,0.804443195
7220,7220,gretis-0.0.11,4,0.000035,0,gretis,0.821984971
7221,7221,hikconnect-1.0.0,1,0.000035,0,hikconnect,0.68399182
7222,7222,git-svn-helpers-0.9,1,0.000035,0,git-svn-helpers,0.813175451
7223,7223,jarn-mkrelease-5.2,5,0.000065,0.00046,jarn-mkrelease,0.689800242
7224,7224,abacusai-0.62.0,4,0.000035,0,abacusai,0.809461729
7225,7225,graphscope-0.20.0,4,0.000035,0,graphscope,0.728613652
7226,7226,gs-apps-0.20.0,1,0.000042,0.00046,gs-apps,0.731779204
7227,7227,gs-coordinator-0.20.0,14,0.000042,0.00046,gs-coordinator,0.731404908
7228,7228,gs-engine-0.20.0,1,0.000042,0.00046,gs-engine,0.73139272
7229,7229,gs-include-0.20.0,1,0.000042,0.00046,gs-include,0.731378854
7230,7230,etcd-distro-3.5.1,2,0.000042,0.00103,etcd-distro,0.695056217
7231,7231,graphscope-client-0.20.0,23,0.000038,0.00048,graphscope-client,0.729116739
7232,7232,grpcio-tools-1.43.0,8,0.00004,0.00142,grpcio-tools,0.671641247
7233,7233,grpcio-1.43.0,5,0.000047,0.00194,grpcio,0.671641247
7234,7234,protobuf-3.18.1,3,0.000046,0.00148,protobuf,0.796701697
7235,7235,vineyard-io-0.14.0,9,0.000039,0.00096,vineyard-io,0.671206108
7236,7236,vineyard-0.14.0,18,0.000074,0.00192,vineyard,0.658959148
7237,7237,cython-3.0a6,1,0.000036,0.00048,cython- a,0.671641247
7238,7238,pyarrow-6.0.0,4,0.000046,0.00153,pyarrow,0.534830208
7239,7239,pysimdjson-5.0.2,1,0.000036,0.00048,pysimdjson,0.771099478
7240,7240,hdfs3-0.3.1,1,0.00004,0.0005,hdfs,0.770193122
7241,7241,oss2-2.17.0,7,0.00004,0.0005,oss,0.636276898
7242,7242,zstd-1.5.5.1,3,0.000057,0.00142,zstd,0.691395088
7243,7243,aliyun-python-sdk-core-2.13.36,6,0.00013,0.00144,aliyun-python-sdk-core,0.750060638
7244,7244,aliyun-python-sdk-kms-2.16.0,2,0.000041,0.00048,aliyun-python-sdk-kms,0.671641247
7245,7245,crcmod-1.7,1,0.000041,0.00048,crcmod,0.671641247
7246,7246,treelib-1.6.4,3,0.000043,0.001,treelib,0.676007095
7247,7247,vineyard-bdist-0.14.0,1,0.000039,0.00055,vineyard-bdist,0.671641247
7248,7248,hostchk-1.1.6,4,0.000035,0,hostchk,0.695231367
7249,7249,rich-12.0.1,3,0.000042,0.00046,rich,0.65949082
7250,7250,tqdm-4.62.3,2,0.000052,0.00091,tqdm,0.619815336
7251,7251,hotmodern-python-0.1.1,4,0.000035,0,hotmodern-python,0.847640365
7252,7252,glance-times-0.3.7,4,0.000035,0,glance-times,0.820663146
7253,7253,variants-0.2.0,1,0.000042,0.00046,variants,0.75821518
7254,7254,hanoi-0.0.4,1,0.000035,0,hanoi,0.832201934
7255,7255,hdfviewer-0.11.0,6,0.000035,0,hdfviewer,0.528311038
7256,7256,ipympl-0.9.3,9,0.000043,0.00091,ipympl,0.671641247
7257,7257,homie-power-supply-node-0.1.2,1,0.000035,0,homie-power-supply-node,0.83182651
7258,7258,homie-spec-0.4.1,1,0.000065,0.00046,homie-spec,0.820317709
7259,7259,graphtools-1.5.3,7,0.000035,0,graphtools,0.653159243
7260,7260,tasklogger-1.2.0,2,0.000039,0.00046,tasklogger,0.7311878
7261,7261,hypermodern-python-0.2.2,4,0.000035,0,hypermodern-python,0.683180643
7262,7262,huest-0.2.0,1,0.000035,0,huest,0.695402281
7263,7263,i3menu-3.0,3,0.000035,0,i menu,0.831491474
7264,7264,hsvfinder-0.0.2,1,0.000035,0,hsvfinder,0.700022475
7265,7265,1and1-1.8.0,1,0.000035,0,and,0.654461947
7266,7266,gypp-1.1.2,2,0.000035,0,gypp,0.832504673
7267,7267,graft-cli-0.0.6,1,0.000035,0,graft-cli,0.84755863
7268,7268,huaweicloudsdkelb-3.1.36,1,0.000035,0,huaweicloudsdkelb,0.80291632
7269,7269,hunk-0.1.0,2,0.000035,0,hunk,0.847168546
7270,7270,greenscreen-control-0.0.2,2,0.000035,0,greenscreen-control,0.831756984
7271,7271,humilis-push-processor-0.0.10,1,0.000035,0,humilis-push-processor,0.676277693
7272,7272,graphene-django-ai-1.0.8,3,0.000035,0,graphene-django-ai,0.710108157
7273,7273,django-graphql-jwt-0.3.4,5,0.000045,0.00046,django-graphql-jwt,0.625634757
7274,7274,gym-minesweeper-0.0.1,2,0.000035,0,gym-minesweeper,0.695233479
7275,7275,hugsvision-0.75.5,13,0.000035,0,hugsvision,0.835226953
7276,7276,timm-0.6.13,8,0.000048,0.00183,timm,0.644940361
7277,7277,graphreport-1.2.3,3,0.000035,0,graphreport,0.836399573
7278,7278,headlight-0.1.14,2,0.000035,0,headlight,0.831838976
7279,7279,griddify-0.0.1,6,0.000035,0,griddify,0.820908272
7280,7280,lap-0.4.0,1,0.00004,0.00046,lap,0.799635417
7281,7281,gridwalker-1.0.1,2,0.000035,0,gridwalker,0.831991398
7282,7282,pydatawrap-1.2.9,6,0.00005,0.00046,pydatawrap,0.800337924
7283,7283,redis-2.10.5,1,0.000043,0.00048,redis,0.790196394
7284,7284,xlrd-1.0.0,1,0.000043,0.00048,xlrd,0.676061779
7285,7285,xlwt-1.2.0,1,0.000043,0.00048,xlwt,0.671641247
7286,7286,hereapi-0.0.1,2,0.000035,0,hereapi,0.847633657
7287,7287,gtrends-tools-1.0,1,0.000035,0,gtrends-tools,0.832028868
7288,7288,gtrick-0.0.dev2,3,0.000035,0,gtrick- dev,0.671641247
7289,7289,hardshare-0.10.1,4,0.000035,0,hardshare,0.834046368
7290,7290,hoyolab-rss-feeds-2.1.1,4,0.000035,0,hoyolab-rss-feeds,0.695216555
7291,7291,gocd-tools-0.0.1a6,2,0.000035,0,gocd-tools- a,0.671641247
7292,7292,2captcha-python-1.2.0,2,0.000039,0.00046,captcha-python,0.806206335
7293,7293,hurry-raphael-1.4.3.2,2,0.000035,0,hurry-raphael,0.710526759
7294,7294,hurry-resource-0.10,2,0.00005,0.00046,hurry-resource,0.671641247
7295,7295,hypothesis-networkx-0.2.2,4,0.000035,0,hypothesis-networkx,0.683967839
7296,7296,gns3-net-converter-1.3.0,1,0.000035,0,gns -net-converter,0.675623196
7297,7297,git-todo-0.1,5,0.000035,0,git-todo,0.831895425
7298,7298,parsley-1.3,1,0.000041,0.00046,parsley,0.671641247
7299,7299,visitor-0.1.3,2,0.000051,0.00094,visitor,0.747298453
7300,7300,gmtd-1.1.0b2,1,0.000035,0,gmtd- b,0.671641247
7301,7301,gqylpy-ssh-1.2.4,1,0.000035,0,gqylpy-ssh,0.695114154
7302,7302,hatch-regex-commit-0.0.3,1,0.000035,0,hatch-regex-commit,0.711037982
7303,7303,http-server-mock-1.7,2,0.000035,0,http-server-mock,0.813226936
7304,7304,hdxcli-1.0rc41,4,0.000035,0,hdxcli- rc,0.671641247
7305,7305,sqlglot-10.6.4,1,0.000042,0.00046,sqlglot,0.6424497
7306,7306,griddypower-0.1.0,2,0.000035,0,griddypower,0.695300847
7307,7307,hoshi-0.4.4,4,0.000035,0,hoshi,0.847520074
7308,7308,google-cloud-translate-3.11.1,5,0.000042,0.00046,google-cloud-translate,0.726369484
7309,7309,gradient-free-objective-functions-0.0.1,2,0.000035,0,gradient-free-objective-functions,0.695160834
7310,7310,h5utils-0.0.4,3,0.000035,0,h utils,0.710977966
7311,7311,goear-dl-0.1.2,3,0.000035,0,goear-dl,0.820869078
7312,7312,six-1.10.0,8,0.000116,0.00377,six,0.758409361
7313,7313,gpkg-keras-deep-dream-0.5.1,2,0.000035,0,gpkg-keras-deep-dream,0.83155708
7314,7314,gthnk-0.7.0,15,0.000035,0,gthnk,0.831399717
7315,7315,flask-bcrypt-1.0.1,5,0.000038,0.00091,flask-bcrypt,0.604265523
7316,7316,flask-cache-0.13.1,2,0.000037,0.00046,flask-cache,0.752993543
7317,7317,flask-markdown-0.3,2,0.000037,0.00046,flask-markdown,0.789941851
7318,7318,flask-migrate-4.0.4,10,0.000042,0.00233,flask-migrate,0.725324124
7319,7319,flask-script-2.0.6,4,0.000038,0.00094,flask-script,0.730044408
7320,7320,mdx-journal-0.1.4,2,0.000037,0.00046,mdx-journal,0.832233238
7321,7321,mdx-linkify-1.0,3,0.000037,0.00046,mdx-linkify,0.786754801
7322,7322,puremagic-1.15,2,0.00004,0.00091,puremagic,0.819686038
7323,7323,flask-sqlalchemy-2.1,7,0.000044,0.00198,flask-sqlalchemy,0.554159994
